Continent,Region,Country,Value,Type,Year_
Europe,European Free Trade Association (EFTA),Liechtenstein,13.0,Imports,2020
Europe,European Free Trade Association (EFTA),Norway,872.0,Imports,2020
Europe,European Free Trade Association (EFTA),Switzerland,4276.0,Imports,2020
Europe,Other Europe,Russia,433.0,Imports,2020
Europe,Other Europe,Isle Of Man,145.0,Imports,2020
Europe,Other Europe,Turkey,278.0,Imports,2020
Europe,Other Europe,Rest Of Europe,410.0,Imports,2020
Europe,Other Europe,Europe Unallocated,1464.0,Imports,2020
America,America,Brazil,263.0,Imports,2020
America,America,Canada,1240.0,Imports,2020
America,America,Mexico,193.0,Imports,2020
America,America,USA,29302.0,Imports,2020
America,America,Rest Of America,859.0,Imports,2020
America,America,America Unallocated,30.0,Imports,2020
Asia,Asia,China,1589.0,Imports,2020
Asia,Asia,Hong Kong,996.0,Imports,2020
Asia,Asia,India,5110.0,Imports,2020
Asia,Asia,Indonesia,47.0,Imports,2020
Asia,Asia,Israel,788.0,Imports,2020
Asia,Asia,Japan,3115.0,Imports,2020
Asia,Asia,Malaysia,263.0,Imports,2020
Asia,Asia,Pakistan,30.0,Imports,2020
Asia,Asia,Philippines,428.0,Imports,2020
Asia,Asia,Saudi Arabia,202.0,Imports,2020
Asia,Asia,Singapore,1514.0,Imports,2020
Asia,Asia,South Korea,497.0,Imports,2020
Asia,Asia,Taiwan,170.0,Imports,2020
Asia,Asia,Thailand,96.0,Imports,2020
Asia,Asia,Rest Of Asia,1726.0,Imports,2020
Asia,Asia,Asia Unallocated,74.0,Imports,2020
"Australasia, Oceania and Polar Regions","Australasia, Oceania And Polar Regions",Australia,1259.0,Imports,2020
"Australasia, Oceania and Polar Regions","Australasia, Oceania And Polar Regions",New Zealand,146.0,Imports,2020
"Australasia, Oceania and Polar Regions","Australasia, Oceania And Polar Regions",Rest Of Australia And Oceania,0.0,Imports,2020
"Australasia, Oceania and Polar Regions","Australasia, Oceania And Polar Regions",Oceania Unallocated,0.0,Imports,2020
Africa,Africa,Nigeria,152.0,Imports,2020
Africa,Africa,South Africa,440.0,Imports,2020
Africa,Africa,Rest Of Africa,844.0,Imports,2020
Africa,Africa,Africa Unallocated,21.0,Imports,2020
Europe,European Union (EU),Austria,565.0,Imports,2021
Europe,European Union (EU),Belgium,1363.0,Imports,2021
Europe,European Union (EU),Bulgaria,353.0,Imports,2021
Europe,European Union (EU),Croatia,69.0,Imports,2021
Europe,European Union (EU),Cyprus,183.0,Imports,2021
Europe,European Union (EU),Czechia,507.0,Imports,2021
Europe,European Union (EU),Denmark,2134.0,Imports,2021
Europe,European Union (EU),Estonia,153.0,Imports,2021
Europe,European Union (EU),Finland,296.0,Imports,2021
Europe,European Union (EU),France,6941.0,Imports,2021
Europe,European Union (EU),Germany,9579.0,Imports,2021
Europe,European Union (EU),Greece,280.0,Imports,2021
Europe,European Union (EU),Hungary,381.0,Imports,2021
Europe,European Union (EU),Ireland,9063.0,Imports,2021
Europe,European Union (EU),Italy,2333.0,Imports,2021
Europe,European Union (EU),Latvia,79.0,Imports,2021
Europe,European Union (EU),Lithuania,125.0,Imports,2021
Europe,European Union (EU),Luxembourg,3218.0,Imports,2021
Europe,European Union (EU),Malta,97.0,Imports,2021
Europe,European Union (EU),Netherlands,7138.0,Imports,2021
Europe,European Union (EU),Poland,1383.0,Imports,2021
Europe,European Union (EU),Portugal,466.0,Imports,2021
Europe,European Union (EU),Romania,815.0,Imports,2021
Europe,European Union (EU),Slovakia,397.0,Imports,2021
Europe,European Union (EU),Slovenia,159.0,Imports,2021
Europe,European Union (EU),Spain,2201.0,Imports,2021
Europe,European Union (EU),Sweden,3480.0,Imports,2021
Europe,European Free Trade Association (EFTA),Iceland,16.0,Imports,2021
Europe,European Free Trade Association (EFTA),Liechtenstein,5.0,Imports,2021
Europe,European Free Trade Association (EFTA),Norway,1859.0,Imports,2021
Europe,European Free Trade Association (EFTA),Switzerland,5685.0,Imports,2021
Europe,Other Europe,Russia,630.0,Imports,2021
Europe,Other Europe,Isle Of Man,217.0,Imports,2021
Europe,Other Europe,Turkey,337.0,Imports,2021
Europe,Other Europe,Rest Of Europe,544.0,Imports,2021
Europe,Other Europe,Europe Unallocated,1962.0,Imports,2021
America,America,Brazil,414.0,Imports,2021
America,America,Canada,1450.0,Imports,2021
America,America,Mexico,211.0,Imports,2021
America,America,USA,33725.0,Imports,2021
America,America,Rest Of America,0.0,Imports,2021
America,America,America Unallocated,0.0,Imports,2021
Asia,Asia,China,2036.0,Imports,2021
Asia,Asia,Hong Kong,2279.0,Imports,2021
Asia,Asia,India,6521.0,Imports,2021
Asia,Asia,Indonesia,83.0,Imports,2021
Asia,Asia,Israel,516.0,Imports,2021
Asia,Asia,Japan,3089.0,Imports,2021
Asia,Asia,Malaysia,185.0,Imports,2021
Asia,Asia,Pakistan,86.0,Imports,2021
Asia,Asia,Philippines,312.0,Imports,2021
Asia,Asia,Saudi Arabia,155.0,Imports,2021
Asia,Asia,Singapore,1584.0,Imports,2021
Asia,Asia,South Korea,552.0,Imports,2021
Asia,Asia,Taiwan,299.0,Imports,2021
Asia,Asia,Thailand,103.0,Imports,2021
Asia,Asia,Rest Of Asia,0.0,Imports,2021
Asia,Asia,Asia Unallocated,0.0,Imports,2021
"Australasia, Oceania and Polar Regions","Australasia, Oceania And Polar Regions",Australia,1361.0,Imports,2021
"Australasia, Oceania and Polar Regions","Australasia, Oceania And Polar Regions",New Zealand,173.0,Imports,2021
"Australasia, Oceania and Polar Regions","Australasia, Oceania And Polar Regions",Rest Of Australia And Oceania,34.0,Imports,2021
"Australasia, Oceania and Polar Regions","Australasia, Oceania And Polar Regions",Oceania Unallocated,0.0,Imports,2021
Africa,Africa,Nigeria,686.0,Imports,2021
Africa,Africa,South Africa,498.0,Imports,2021
Africa,Africa,Rest Of Africa,0.0,Imports,2021
Africa,Africa,Africa Unallocated,0.0,Imports,2021
